area,habilidade,descricao,tri_score,area_code,tri_range,conceitos_cientificos,conceitos_cientificos_confidence,campos_semanticos,campos_semanticos_confidence,campos_lexicais,campos_lexicais_confidence,processos_fenomenos,processos_fenomenos_confidence,contextos_historicos,contextos_historicos_confidence,habilidades_compostas,habilidades_compostas_confidence,all_entities
Linguagens,H17,"Cultura brasileira e ""estilo brasileiro"", com o novo estilo se caracterizando pela união entre as diversas matrizes culturais regionais.",694.1,LC,650-750,matrizes culturais regionais,0.8177,Cultura brasileira,0.9667,Cultura brasileira,0.9339,união entre as diversas matrizes culturais regionais,0.9756,"estilo brasileiro, Cultura brasileira","0.9845, 0.8007",união entre as diversas matrizes culturais regionais,0.7892,"matrizes culturais regionais, Cultura brasileira, Cultura brasileira, união entre as diversas matrizes culturais regionais, estilo brasileiro, Cultura brasileira, união entre as diversas matrizes culturais regionais"
Linguagens,H4,"Contato entre línguas, com a posição de João de Barros revelando adesão à concepção de língua como entidade homogênea.",703.9,LC,650-750,"entidade homogênea, Contato entre línguas, concepção de língua","0.7254, 0.4113, 0.3007",Contato entre línguas,0.9977,Contato entre línguas,0.9964,"adesão à concepção de língua, entidade homogênea","0.6201, 0.4009",João de Barros,0.9752,,,"entidade homogênea, Contato entre línguas, concepção de língua, Contato entre línguas, Contato entre línguas, adesão à concepção de língua, entidade homogênea, João de Barros"
Linguagens,H16,"Poema de Drummond, evidenciando uma tensão histórica entre o ""eu"" e sua comunidade para a constituição do indivíduo.",721.4,LC,650-750,"tensão histórica, constituição do indivíduo","0.8279, 0.5211",Poema de Drummond,0.6444,"Poema de Drummond, tensão histórica","0.5695, 0.425",constituição do indivíduo,0.9975,Poema de Drummond,0.9317,constituição do indivíduo,0.5117,"tensão histórica, constituição do indivíduo, Poema de Drummond, Poema de Drummond, tensão histórica, constituição do indivíduo, Poema de Drummond, constituição do indivíduo"
Linguagens,H1,"Linguagem de quadrinhos, caracterizada por ser próxima a uma conversação face a face.",726.7,LC,650-750,Linguagem de quadrinhos,0.8768,Linguagem de quadrinhos,0.9978,Linguagem de quadrinhos,0.9964,conversação face a face,0.3094,Linguagem de quadrinhos,0.7257,ser próxima a uma conversação face a face,0.4053,"Linguagem de quadrinhos, Linguagem de quadrinhos, Linguagem de quadrinhos, conversação face a face, Linguagem de quadrinhos, ser próxima a uma conversação face a face"
Linguagens,H29,"Linguagem do ""chat"" e suas características na comunicação síncrona.",419.6,LC,200-450,"Linguagem do ""chat""",0.6555,"comunicação síncrona, Linguagem do ""chat""","0.7358, 0.3838","comunicação síncrona, Linguagem do ""chat""","0.6866, 0.5468",comunicação síncrona,0.5257,comunicação síncrona,0.9707,,,"Linguagem do ""chat"", comunicação síncrona, Linguagem do ""chat"", comunicação síncrona, Linguagem do ""chat"", comunicação síncrona, comunicação síncrona"
Linguagens,H8,"Vacinação de animais para viagens na Europa, representando a diversidade cultural e linguística.",428.1,LC,200-450,"diversidade cultural, Vacinação de animais","0.7154, 0.4308",diversidade cultural,0.3985,diversidade cultural,0.5374,Vacinação de animais,0.8016,,,Vacinação de animais,0.7091,"diversidade cultural, Vacinação de animais, diversidade cultural, diversidade cultural, Vacinação de animais, Vacinação de animais"
Linguagens,H10,"Capacidades físicas, identificando a flexibilidade como predominante no movimento de ginástica rítmica.",444.1,LC,200-450,"Capacidades físicas, flexibilidade","0.8365, 0.8006",Capacidades físicas,0.9823,Capacidades físicas,0.9897,movimento de ginástica rítmica,0.9372,movimento de ginástica rítmica,0.9641,identificando a flexibilidade,0.5088,"Capacidades físicas, flexibilidade, Capacidades físicas, Capacidades físicas, movimento de ginástica rítmica, movimento de ginástica rítmica, identificando a flexibilidade"
Linguagens,H7,Uso de estrangeirismos em texto publicitário para atrair a atenção do público-alvo.,453.3,LC,450-550,,,texto publicitário,0.9875,texto publicitário,0.9813,"atrair a atenção do público-alvo, Uso de estrangeirismos em texto publicitário","0.9637, 0.3563",texto publicitário,0.7627,"Uso de estrangeirismos em texto publicitário, atrair a atenção do público-alvo","0.6307, 0.4435","texto publicitário, texto publicitário, atrair a atenção do público-alvo, Uso de estrangeirismos em texto publicitário, texto publicitário, Uso de estrangeirismos em texto publicitário, atrair a atenção do público-alvo"
Linguagens,H21,"Comparação de textos sobre tabagismo, demonstrando que os não fumantes também estão sujeitos às doenças.",454.0,LC,450-550,não fumantes,0.7288,,,,,"Comparação de textos, sujeitos às doenças","0.5289, 0.5161",,,Comparação de textos,0.9853,"não fumantes, Comparação de textos, sujeitos às doenças, Comparação de textos"
Linguagens,H2,"Análise de gráfico sobre matrículas em cursos universitários, mostrando que mulheres estão em maior percentual em cursos que exigem compreensão humana.",455.8,LC,450-550,"compreensão humana, Análise de gráfico","0.9153, 0.5656",cursos universitários,0.9733,cursos universitários,0.9251,"compreensão humana, Análise de gráfico","0.8807, 0.3369",cursos universitários,0.9944,Análise de gráfico,0.9563,"compreensão humana, Análise de gráfico, cursos universitários, cursos universitários, compreensão humana, Análise de gráfico, cursos universitários, Análise de gráfico"
Linguagens,H30,"Wikipédia como nova tecnologia de informação, questionando a veracidade de seu conteúdo pela construção coletiva.",469.5,LC,450-550,construção coletiva,0.8614,tecnologia de informação,0.5317,tecnologia de informação,0.4742,construção coletiva,0.9983,,,construção coletiva,0.5374,"construção coletiva, tecnologia de informação, tecnologia de informação, construção coletiva, construção coletiva"
Linguagens,H11,"Voleibol, identificando a sequência de movimentos de sacar, defender (manchete) e atacar (cortada).",475.5,LC,450-550,"movimentos de sacar, atacar (cortada)","0.7668, 0.3642",,,,,"atacar (cortada), movimentos de sacar, defender (manchete)","0.7918, 0.5285, 0.3375",,,atacar (cortada),0.3116,"movimentos de sacar, atacar (cortada), atacar (cortada), movimentos de sacar, defender (manchete), atacar (cortada)"
Linguagens,H12,Apropriação artística de imagem clássica (Mona Lisa) para compor uma nova obra.,478.0,LC,450-550,"Mona Lisa, Apropriação artística de imagem clássica","0.8931, 0.6049","imagem clássica, Apropriação artística","0.7338, 0.3673","imagem clássica, Apropriação artística, Mona Lisa","0.7472, 0.4031, 0.3094","Apropriação artística de imagem clássica, compor uma nova obra","0.7719, 0.3943",,,"compor uma nova obra, Apropriação artística","0.9184, 0.3392","Mona Lisa, Apropriação artística de imagem clássica, imagem clássica, Apropriação artística, imagem clássica, Apropriação artística, Mona Lisa, Apropriação artística de imagem clássica, compor uma nova obra, compor uma nova obra, Apropriação artística"
Linguagens,H19,"Texto de divulgação científica sobre ecossistemas, com predomínio da função referencial da linguagem.",479.2,LC,450-550,"divulgação científica, função referencial da linguagem","0.4949, 0.3414",divulgação científica,0.8385,divulgação científica,0.8352,predomínio da função referencial da linguagem,0.853,divulgação científica,0.7283,predomínio da função referencial da linguagem,0.5101,"divulgação científica, função referencial da linguagem, divulgação científica, divulgação científica, predomínio da função referencial da linguagem, divulgação científica, predomínio da função referencial da linguagem"
Linguagens,H19,"Propaganda sobre tecnologia, com o objetivo de influenciar o comportamento do leitor para a adesão ao consumo.",500.5,LC,450-550,"adesão ao consumo, comportamento do leitor","0.5831, 0.431",,,,,"adesão ao consumo, influenciar o comportamento do leitor","0.9815, 0.5318",,,"adesão ao consumo, influenciar o comportamento do leitor","0.6128, 0.4283","adesão ao consumo, comportamento do leitor, adesão ao consumo, influenciar o comportamento do leitor, adesão ao consumo, influenciar o comportamento do leitor"
Linguagens,H24,"Estudo sobre o tráfico de drogas, usando números para comparar os valores pagos pelo crime e pelo governo para comprovar a tese.",506.0,LC,450-550,tráfico de drogas,0.7971,tráfico de drogas,0.9803,tráfico de drogas,0.9771,comprovar a tese,0.876,tráfico de drogas,0.4253,comprovar a tese,0.7546,"tráfico de drogas, tráfico de drogas, tráfico de drogas, comprovar a tese, tráfico de drogas, comprovar a tese"
Linguagens,H27,"Carta sobre a prática de futebol por mulheres (1940), elaborada em linguagem culta, adequada ao interlocutor.",518.1,LC,450-550,"linguagem culta, futebol por mulheres","0.6157, 0.4938",linguagem culta,0.9866,linguagem culta,0.9842,futebol por mulheres,0.3682,,,,,"linguagem culta, futebol por mulheres, linguagem culta, linguagem culta, futebol por mulheres"
Linguagens,H26,"Variação linguística em charge, com o uso da redução ""tá"" em lugar de ""está"" marcando a informalidade.",522.9,LC,450-550,"Variação linguística, redução ""tá""","0.91, 0.3261","informalidade, Variação linguística","0.8168, 0.7778","Variação linguística, informalidade","0.9111, 0.6595","marcando a informalidade, Variação linguística","0.5517, 0.3055",informalidade,0.7192,,,"Variação linguística, redução ""tá"", informalidade, Variação linguística, Variação linguística, informalidade, marcando a informalidade, Variação linguística, informalidade"
Linguagens,H1,"Comparação de textos sobre o Twitter, com o Texto I exemplificando e explicando o novo serviço de mensagens.",531.1,LC,450-550,"serviço de mensagens, Comparação de textos","0.8515, 0.4146",,,serviço de mensagens,0.4417,"Comparação de textos, serviço de mensagens","0.7796, 0.3049",,,Comparação de textos,0.9302,"serviço de mensagens, Comparação de textos, serviço de mensagens, Comparação de textos, serviço de mensagens, Comparação de textos"
Linguagens,H4,"Teste de internet (""O que Freud diria de você""), com a autora expressando ironia ao constatar a generalidade do resultado.",534.7,LC,450-550,Teste de internet,0.3446,Teste de internet,0.7534,Teste de internet,0.756,"constatar a generalidade do resultado, O que Freud diria de você","0.8163, 0.4684",Teste de internet,0.9534,constatar a generalidade do resultado,0.7469,"Teste de internet, Teste de internet, Teste de internet, constatar a generalidade do resultado, O que Freud diria de você, Teste de internet, constatar a generalidade do resultado"
Linguagens,H26,"Neologismo (""corasamborim""), como criação de novo item linguístico.",536.8,LC,450-550,criação de novo item linguístico,0.6953,Neologismo,0.9813,Neologismo,0.9704,criação de novo item linguístico,0.9874,,,criação de novo item linguístico,0.7717,"criação de novo item linguístico, Neologismo, Neologismo, criação de novo item linguístico, criação de novo item linguístico"
Linguagens,H3,"Notícia sobre operação do Ibama, informando sobre uma ação, sua finalidade e resultado.",541.9,LC,450-550,operação do Ibama,0.6724,operação do Ibama,0.524,operação do Ibama,0.5447,operação do Ibama,0.7027,operação do Ibama,0.956,,,"operação do Ibama, operação do Ibama, operação do Ibama, operação do Ibama, operação do Ibama"
Linguagens,H13,"Modernismo (Anita Malfatti), buscando libertar a arte brasileira das normas acadêmicas europeias.",550.0,LC,550-650,"normas acadêmicas europeias, arte brasileira","0.943, 0.3939","Modernismo, arte brasileira","0.8791, 0.5184","Modernismo, arte brasileira","0.7506, 0.5606",libertar a arte brasileira,0.7266,"Modernismo, Anita Malfatti, arte brasileira","0.9275, 0.6065, 0.3248",libertar a arte brasileira,0.5352,"normas acadêmicas europeias, arte brasileira, Modernismo, arte brasileira, Modernismo, arte brasileira, libertar a arte brasileira, Modernismo, Anita Malfatti, arte brasileira, libertar a arte brasileira"
Linguagens,H3,"Gênero horóscopo, com a função de aconselhar sobre diversos aspectos da vida.",557.4,LC,550-650,Gênero horóscopo,0.7269,Gênero horóscopo,0.8877,Gênero horóscopo,0.8799,aconselhar sobre diversos aspectos da vida,0.8195,Gênero horóscopo,0.8715,aconselhar sobre diversos aspectos da vida,0.9037,"Gênero horóscopo, Gênero horóscopo, Gênero horóscopo, aconselhar sobre diversos aspectos da vida, Gênero horóscopo, aconselhar sobre diversos aspectos da vida"
Linguagens,H14,"Estilo artístico de Salvador Dalí, baseado no onírico, misturando sonho com realidade.",559.2,LC,550-650,Estilo artístico,0.7544,Estilo artístico,0.8259,Estilo artístico,0.8571,misturando sonho com realidade,0.9715,Salvador Dalí,0.9929,misturando sonho com realidade,0.7775,"Estilo artístico, Estilo artístico, Estilo artístico, misturando sonho com realidade, Salvador Dalí, misturando sonho com realidade"
